LCT_Connections,Category,Type,Import,Export,LicenceArea,FunctionalLocation,SecondarySubstationAlias,Status,Primary_FunctionalLocation,PrimaryFeeder,Latitude,Longitude,geopoint,LocalAuthority
8,Demand,EV Charging Point,55.97,0,South Eastern Power Networks (SPN),SPN-S000000511074,1511074,Connected,SPN-S000000008563,BD8563 GODDARDS GREEN 11KV,,,"50.9479186998884, -0.143654905835409",Mid Sussex District
6,Demand,EV Charging Point,42.34,0,South Eastern Power Networks (SPN),SPN-S000000121355,1121355,Connected,SPN-S000000008499,DB8499 TEDDINGTON 11KV,,,"51.4211406796753, -0.323151100169438",Richmond upon Thames London Boro
9,Demand,EV Charging Point,63.34,0,South Eastern Power Networks (SPN),SPN-S000000391930,1391930,Connected,SPN-S000000008444,CH8444 SITTINGBOURNE WEST 11KV,,,"51.3322942942415, 0.706756322229789",Swale District (B)
9,Demand,EV Charging Point,62.99,0,South Eastern Power Networks (SPN),SPN-S000000501947,1501947,Connected,SPN-S000000008419,BH8419 HORLEY 11KV,,,"51.1663689456177, -0.147807815962621",Reigate and Banstead District (B)
8,Demand,EV Charging Point,56.39,0,South Eastern Power Networks (SPN),SPN-S000000502594,1502594,Connected,SPN-S000000008385,BJ8385 CRAWLEY TOWN 11KV,,,"51.1069294136234, -0.179734899127972",Crawley District (B)
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000446716,1446716,Connected,SPN-S000000008513,AA8513 WEST WICKHAM 11KV,,,"51.3776005491223, 0.00333327141440178",Bromley London Boro
7,Demand,EV Charging Point,49.78,0,South Eastern Power Networks (SPN),SPN-S000000502406,1502406,Connected,SPN-S000000009324,BE9324 HORSHAM GRID 11KV,,,"51.0775467197825, -0.319871000169183",Horsham District
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000392270,1392270,Connected,SPN-S000000008529,CE8529 WATERSIDE 11KV,,,"51.2859872887406, 0.533142384325411",Maidstone District (B)
9,Demand,EV Charging Point,63.37,0,South Eastern Power Networks (SPN),SPN-S000000362689,1362689,Connected,SPN-S000000008517,CB8517 WINGHAM 11KV,,,"51.2030761644885, 1.15604589747059",Canterbury District (B)
6,Demand,EV Charging Point,41.98,0,South Eastern Power Networks (SPN),SPN-S000000121758,1121758,Connected,SPN-S000000008399,DA8399 ESHER 11KV,,,"51.3738636789672, -0.34480684479573",Elmbridge District (B)
9,Demand,EV Charging Point,62.98,0,South Eastern Power Networks (SPN),SPN-S000000364408,1364408,Connected,SPN-S000000008376,LD8376 TENTERDEN 6.6KV,,,"51.0801949970978, 0.689614604500043",Ashford District (B)
6,Demand,EV Charging Point,41.98,0,South Eastern Power Networks (SPN),SPN-S000000171864,1171864,Connected,SPN-S000000008435,MC8435 MERROW 11KV,,,"51.2430248472261, -0.538973369135688",Guildford District (B)
7,Demand,EV Charging Point,49.38,0,South Eastern Power Networks (SPN),SPN-S000000521011,1521011,Connected,SPN-S000000008449,BK8449 NORTH WORTHING 11KV,,,"50.8485778393153, -0.407872831908989",Worthing District (B)
10,Demand,EV Charging Point,69.99,0,South Eastern Power Networks (SPN),SPN-S000000313904,1313904,Connected,SPN-S000000008508,GC8508 CHATHAM WEST 11KV,,,"51.3499314306057, 0.529875342872038",Medway (B)
8,Demand,EV Charging Point,55.99,0,South Eastern Power Networks (SPN),SPN-S000000123226,1123226,Connected,SPN-S000000008443,AI8443 NORTH CHEAM 11KV,,,"51.3766794242383, -0.226281895894722",Sutton London Boro
8,Demand,EV Charging Point,56.37,0,South Eastern Power Networks (SPN),SPN-S000000503957,1503957,Connected,SPN-S000000009324,BE9324 HORSHAM GRID 11KV,,,"51.059909623924, -0.349021694840621",Horsham District
7,Demand,EV Charging Point,48.99,0,South Eastern Power Networks (SPN),SPN-S000000523062,1523062,Connected,SPN-S000000008334,BG8334 MOULSECOOMB 11KV,,,"50.843794978895, -0.112466896847437",The City of Brighton and Hove (B)
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000213297,1213297,Connected,SPN-S000000008442,AI8442 NORK 11KV,,,"51.3166499552734, -0.200650373132986",Reigate and Banstead District (B)
6,Demand,EV Charging Point,41.97,0,South Eastern Power Networks (SPN),SPN-S000000364913,1364913,Connected,SPN-S000000008402,LA8402 ASHFORD EAST 11KV,,,"51.1610354990692, 0.894427275871188",Ashford District (B)
7,Demand,EV Charging Point,49.73,0,South Eastern Power Networks (SPN),SPN-S000000123086,1123086,Connected,SPN-S000000008400,DA8400 EWELL 11KV,,,"51.3520446270744, -0.224137783935691",Epsom and Ewell District (B)
7,Demand,EV Charging Point,48.99,0,South Eastern Power Networks (SPN),SPN-S000000341337,1341337,Connected,SPN-S000000008516,CD8516 WHITSTABLE 11KV,,,"51.3616017597345, 1.05165439014115",Canterbury District (B)
7,Demand,EV Charging Point,49.4,0,South Eastern Power Networks (SPN),SPN-S000000172915,1172915,Connected,SPN-S000000008397,DC8397 EFFINGHAM 11KV,,,"51.2807745358781, -0.443374396403057",Guildford District (B)
6,Demand,EV Charging Point,42,0,South Eastern Power Networks (SPN),SPN-S000000501103,1501103,Connected,SPN-S000000008396,KC8396 EAST GRINSTEAD 11KV,,,"51.1191008107078, -0.0130423057228033",Mid Sussex District
9,Demand,EV Charging Point,62.98,0,South Eastern Power Networks (SPN),SPN-S000000392438,1392438,Connected,SPN-S000000008529,CE8529 WATERSIDE 11KV,,,"51.2828815368516, 0.507336435361427",Maidstone District (B)
6,Demand,EV Charging Point,41.98,0,South Eastern Power Networks (SPN),SPN-S000000392277,1392277,Connected,SPN-S000000008644,CE8644 SHEPWAY 11KV,,,"51.2519275639781, 0.55923037472346",Maidstone District (B)
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000522010,1522010,Connected,SPN-S000000008514,BK8514 WEST WORTHING 11KV,,,"50.8058446799302, -0.4452886466528",Arun District
7,Demand,EV Charging Point,49,0,South Eastern Power Networks (SPN),SPN-S000000391562,1391562,Connected,SPN-S000000008444,CH8444 SITTINGBOURNE WEST 11KV,,,"51.3556388350381, 0.729869211943836",Swale District (B)
6,Demand,EV Charging Point,42.29,0,South Eastern Power Networks (SPN),SPN-S000000172962,1172962,Connected,SPN-S000000008328,DC8328 LEATHERHEAD TOWN 11KV,,,"51.2882517798667, -0.363272562862735",Mole Valley District
6,Demand,EV Charging Point,41.96,0,South Eastern Power Networks (SPN),SPN-S000000311175,1311175,Connected,SPN-S000000008625,KD8625 GRAVESEND SOUTH 11KV,,,"51.4341228012155, 0.360895385063871",Gravesham District (B)
6,Demand,EV Charging Point,42.38,0,South Eastern Power Networks (SPN),SPN-S000000175083,1175083,Connected,SPN-S000000008526,MB8526 WOKING 11KV,,,"51.3291614616701, -0.563851955961498",Woking District (B)
8,Demand,EV Charging Point,56.39,0,South Eastern Power Networks (SPN),SPN-S000000474012,1474012,Connected,SPN-S000000008456,JG8456 PEACEHAVEN 11KV,,,"50.79048460219, 0.00630682757979702",Lewes District
14,Demand,EV Charging Point,97.98,0,South Eastern Power Networks (SPN),SPN-S000000121676,1121676,Connected,SPN-S000000008399,DA8399 ESHER 11KV,,,"51.3760524634304, -0.329019993198933",Elmbridge District (B)
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000501888,1501888,Connected,SPN-S000000008383,BJ8383 CRAWLEY INDUSTRIAL EAST 11KV,,,"51.1360207353859, -0.125297267409958",Mid Sussex District
6,Demand,EV Charging Point,41.98,0,South Eastern Power Networks (SPN),SPN-S000000311903,1311903,Connected,SPN-S000000009525,GB9525 KINGSNORTH GRID 11KV,,,"51.4239263357313, 0.559393317334183",Medway (B)
7,Demand,EV Charging Point,49.76,0,South Eastern Power Networks (SPN),SPN-S000000211257,1211257,Connected,SPN-S000000008379,AH8379 COULSDON 11KV,,,"51.3174974707026, -0.170167216172637",Reigate and Banstead District (B)
6,Demand,EV Charging Point,42.39,0,South Eastern Power Networks (SPN),SPN-S000000446774,1446774,Connected,SPN-S000000008489,KB8489 SOUTH ORPINGTON 11KV,,,"51.3618234045124, 0.0285556010522424",Bromley London Boro
10,Demand,EV Charging Point,70.38,0,South Eastern Power Networks (SPN),SPN-S000000503576,1503576,Connected,SPN-S000000009324,BE9324 HORSHAM GRID 11KV,,,"51.0803636940823, -0.291944784357175",Horsham District
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000122263,1122263,Connected,SPN-S000000008399,DA8399 ESHER 11KV,,,"51.3678621343109, -0.377760484931715",Elmbridge District (B)
11,Demand,EV Charging Point,76.97,0,South Eastern Power Networks (SPN),SPN-S000000121543,1121543,Connected,SPN-S000000008497,DB8497 SURBITON 11KV,,,"51.3870423694933, -0.300745242801121",Kingston upon Thames London Boro
6,Demand,EV Charging Point,42.37,0,South Eastern Power Networks (SPN),SPN-S000000364223,1364223,Connected,SPN-S000000008302,LA8302 ASHFORD CENTRAL 6.6KV,,,"51.1297603774217, 0.844183880221008",Ashford District (B)
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000121370,1121370,Connected,SPN-S000000008325,DB8325 KINGSTON 11KV,,,"51.427637882776, -0.298332427234277",Kingston upon Thames London Boro
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000394568,1394568,Connected,SPN-S000000008312,KA8312 AYLESFORD 6.6KV,,,"51.3119697747186, 0.444953536419477",Tonbridge and Malling District (B)
6,Demand,EV Charging Point,47.19,0,South Eastern Power Networks (SPN),SPN-S000000171249,1171249,Connected,SPN-S000000008453,MB8453 OLD WOKING 11KV,,,"51.3038095736991, -0.570291490133868",Woking District (B)
12,Demand,EV Charging Point,84.71,0,South Eastern Power Networks (SPN),SPN-S000000503719,1503719,Connected,SPN-S000000008385,BJ8385 CRAWLEY TOWN 11KV,,,"51.1184585746056, -0.141636369876766",Crawley District (B)
6,Demand,EV Charging Point,41.98,0,South Eastern Power Networks (SPN),SPN-S000000173190,1173190,Connected,SPN-S000000008518,DA8518 COBHAM 11KV,,,"51.3319309971645, -0.379287512171228",Elmbridge District (B)
7,Demand,EV Charging Point,49.38,0,South Eastern Power Networks (SPN),SPN-S000000446631,1446631,Connected,SPN-S000000008447,KB8447 NORTH SEVENOAKS,,,"51.2863970308669, 0.200013715250671",Sevenoaks District
12,Demand,EV Charging Point,90.99,0,South Eastern Power Networks (SPN),SPN-S000000521433,1521433,Connected,SPN-S000000008449,BK8449 NORTH WORTHING 11KV,,,"50.8383126934918, -0.374219865684314",Worthing District (B)
11,Demand,EV Charging Point,73.79,0,South Eastern Power Networks (SPN),SPN-S000000121975,1121975,Connected,SPN-S000000008399,DA8399 ESHER 11KV,,,"51.3701446794011, -0.389986700365969",Elmbridge District (B)
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000392057,1392057,Connected,SPN-S000000008644,CE8644 SHEPWAY 11KV,,,"51.2462015126763, 0.524778435045066",Maidstone District (B)
6,Demand,EV Charging Point,57.36,0,South Eastern Power Networks (SPN),SPN-S000000121538,1121538,Connected,SPN-S000000008325,DB8325 KINGSTON 11KV,,,"51.3868897712414, -0.309866346998799",Kingston upon Thames London Boro
8,Demand,EV Charging Point,56.4,0,South Eastern Power Networks (SPN),SPN-S000000171278,1171278,Connected,SPN-S000000008331,MB8331 BROOKWOOD 11KV,,,"51.3165717110277, -0.613839711149576",Woking District (B)
6,Demand,EV Charging Point,57.39,0,South Eastern Power Networks (SPN),SPN-S000000122073,1122073,Connected,SPN-S000000008327,ME8327 CHERTSEY 11KV,,,"51.3904815450189, -0.441563564738273",Spelthorne District (B)
6,Demand,EV Charging Point,42,0,South Eastern Power Networks (SPN),SPN-S000000121064,1121064,Connected,SPN-S000000008411,DB8411 HAM 11KV,,,"51.4261302234076, -0.306743042599367",Kingston upon Thames London Boro
10,Demand,EV Charging Point,69.96,0,South Eastern Power Networks (SPN),SPN-S000000121027,1121027,Connected,SPN-S000000008352,HA8352 TWICKENHAM 11KV,,,"51.4442981273135, -0.371691593846899",Richmond upon Thames London Boro
7,Demand,EV Charging Point,49.76,0,South Eastern Power Networks (SPN),SPN-S000000446066,1446066,Connected,SPN-S000000008367,EA8367 ORPINGTON 11KV,,,"51.3779823989542, 0.0892988574541324",Bromley London Boro
14,Demand,EV Charging Point,99.07,0,South Eastern Power Networks (SPN),SPN-S000000502513,1502513,Connected,SPN-S000000008415,BD8415 HAYWARDS HEATH 11KV,,,"50.9955533856257, -0.0741829533560177",Mid Sussex District
6,Demand,EV Charging Point,43.71,0,South Eastern Power Networks (SPN),SPN-S000000523048,1523048,Connected,SPN-S000000008378,BC8378 WITHDEAN 11KV,,,"50.8668660193971, -0.134634682645056",The City of Brighton and Hove (B)
7,Demand,EV Charging Point,48.96,0,South Eastern Power Networks (SPN),SPN-S000000502842,1502842,Connected,SPN-S000000009324,BE9324 HORSHAM GRID 11KV,,,"51.0609778380704, -0.307402513091666",Horsham District
6,Demand,EV Charging Point,41.96,0,South Eastern Power Networks (SPN),SPN-S000000474158,1474158,Connected,SPN-S000000008456,JG8456 PEACEHAVEN 11KV,,,"50.7983958439863, -0.00550149164746647",Lewes District
7,Demand,EV Charging Point,49.39,0,South Eastern Power Networks (SPN),SPN-S000000503926,1503926,Connected,SPN-S000000009324,BE9324 HORSHAM GRID 11KV,,,"51.0820917676051, -0.311651063541296",Horsham District
9,Demand,EV Charging Point,100.32,0,South Eastern Power Networks (SPN),SPN-S000000172861,1172861,Connected,SPN-S000000008397,DC8397 EFFINGHAM 11KV,,,"51.267657325725, -0.432765590164814",Guildford District (B)
6,Demand,EV Charging Point,42.35,0,South Eastern Power Networks (SPN),SPN-S000000123779,1123779,Connected,SPN-S000000008398,DA8398 EPSOM 11KV,,,"51.3345679438521, -0.280942595974941",Epsom and Ewell District (B)
9,Demand,EV Charging Point,62.96,0,South Eastern Power Networks (SPN),SPN-S000000392072,1392072,Connected,SPN-S000000009532,CF9532 MAIDSTONE 11KV,,,"51.2706322361597, 0.574853854950422",Maidstone District (B)
6,Demand,EV Charging Point,42.39,0,South Eastern Power Networks (SPN),SPN-S000000211294,1211294,Connected,SPN-S000000008341,AH8341 PURLEY LOCAL 11KV,,,"51.3337501879671, -0.133699948782351",Croydon London Boro
6,Demand,EV Charging Point,42.79,0,South Eastern Power Networks (SPN),SPN-S000000522016,1522016,Connected,SPN-S000000008547,BK8547 SOUTH WORTHING 11KV,,,"50.8074509696966, -0.396324804135618",Worthing District (B)
10,Demand,EV Charging Point,70.38,0,South Eastern Power Networks (SPN),SPN-S000000522994,1522994,Connected,SPN-S000000008431,BK8431 LITTLEHAMPTON 11KV,,,"50.8205909925263, -0.519680304990679",Arun District
8,Demand,EV Charging Point,55.96,0,South Eastern Power Networks (SPN),SPN-S000000312017,1312017,Connected,SPN-S000000008525,GA8525 RAINHAM MARK 11KV,,,"51.366916779791, 0.587159077494145",Medway (B)
9,Demand,EV Charging Point,64.14,0,South Eastern Power Networks (SPN),SPN-S000000122182,1122182,Connected,SPN-S000000008506,ME8506 WALTON 11KV,,,"51.369994264171, -0.415190367238565",Elmbridge District (B)
8,Demand,EV Charging Point,56.39,0,South Eastern Power Networks (SPN),SPN-S000000121934,1121934,Connected,SPN-S000000008506,ME8506 WALTON 11KV,,,"51.3722137258231, -0.410982771957518",Elmbridge District (B)
6,Demand,EV Charging Point,42.76,0,South Eastern Power Networks (SPN),SPN-S000000211295,1211295,Connected,SPN-S000000008341,AH8341 PURLEY LOCAL 11KV,,,"51.3311091580321, -0.139219919299338",Croydon London Boro
8,Demand,EV Charging Point,55.99,0,South Eastern Power Networks (SPN),SPN-S000000211602,1211602,Connected,SPN-S000000007306,AE7306 BRIDGES LANE 11KV,,,"51.360330021846, -0.134330445894118",Sutton London Boro
7,Demand,EV Charging Point,48.97,0,South Eastern Power Networks (SPN),SPN-S000000503373,1503373,Connected,SPN-S000000008384,BJ8384 CRAWLEY INDUSTRIAL WEST 11KV,,,"51.1160439501004, -0.220734816267398",Crawley District (B)
9,Demand,EV Charging Point,70.36,0,South Eastern Power Networks (SPN),SPN-S000000123093,1123093,Connected,SPN-S000000008443,AI8443 NORTH CHEAM 11KV,,,"51.3738550726275, -0.214298771687142",Sutton London Boro
7,Demand,EV Charging Point,49.34,0,South Eastern Power Networks (SPN),SPN-S000000446061,1446061,Connected,SPN-S000000008458,EA8458 PETTS WOOD 11KV,,,"51.3757639525625, 0.0755810138846078",Bromley London Boro
9,Demand,EV Charging Point,63.34,0,South Eastern Power Networks (SPN),SPN-S000000341825,1341825,Connected,SPN-S000000008410,CB8410 CANTERBURY TOWN 11KV,,,"51.265996072393, 1.09159733454791",Canterbury District (B)
10,Demand,EV Charging Point,70.35,0,South Eastern Power Networks (SPN),SPN-S000000394545,1394545,Connected,SPN-S000000008585,FA8585 GROVEHURST LOCAL 11KV,,,"51.374401262363, 0.72959899654525",Swale District (B)
7,Demand,EV Charging Point,55.96,0,South Eastern Power Networks (SPN),SPN-S000000122526,1122526,Connected,SPN-S000000008398,DA8398 EPSOM 11KV,,,"51.3399758835058, -0.289056966585618",Epsom and Ewell District (B)
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000122015,1122015,Connected,SPN-S000000008327,ME8327 CHERTSEY 11KV,,,"51.4155226089957, -0.493789363730787",Spelthorne District (B)
6,Demand,EV Charging Point,41.98,0,South Eastern Power Networks (SPN),SPN-S000000311191,1311191,Connected,SPN-S000000008498,GC8498 COBHAM 11KV,,,"51.3838766293618, 0.362031507956796",Gravesham District (B)
11,Demand,EV Charging Point,78.16,0,South Eastern Power Networks (SPN),SPN-S000000123732,1123732,Connected,SPN-S000000008311,DC8311 ASHSTEAD 11KV,,,"51.3219495709816, -0.27158219958017",Epsom and Ewell District (B)
6,Demand,EV Charging Point,42.8,0,South Eastern Power Networks (SPN),SPN-S000000501544,1501544,Connected,SPN-S000000008339,BD8339 BURGESS HILL 11KV,,,"50.9662426046855, -0.11381721999794",Mid Sussex District
7,Demand,EV Charging Point,49.33,0,South Eastern Power Networks (SPN),SPN-S000000501568,1501568,Connected,SPN-S000000008450,BF8450 NUTFIELD 11KV,,,"51.2357829894783, -0.162338468911249",Reigate and Banstead District (B)
12,Demand,EV Charging Point,84.67,0,South Eastern Power Networks (SPN),SPN-S000000121798,1121798,Connected,SPN-S000000008515,ME8515 WEYBRIDGE 11KV,,,"51.3752500444008, -0.450780601633822",Elmbridge District (B)
15,Demand,EV Charging Point,105.34,0,South Eastern Power Networks (SPN),SPN-S000000122649,1122649,Connected,SPN-S000000008352,HA8352 TWICKENHAM 11KV,,,"51.4465256340574, -0.358189004963462",Richmond upon Thames London Boro
6,Demand,EV Charging Point,42.34,0,South Eastern Power Networks (SPN),SPN-S000000442416,1442416,Connected,SPN-S000000008614,KC8614 EDENBRIDGE 11KV,,,"51.2024249145068, 0.0538949207363996",Sevenoaks District
7,Demand,EV Charging Point,50.73,0,South Eastern Power Networks (SPN),SPN-S000000311346,1311346,Connected,SPN-S000000008409,KD8409 GRAVESEND TOWN 6.6KV,,,"51.4317072900852, 0.409210552736668",Gravesham District (B)
9,Demand,EV Charging Point,63.4,0,South Eastern Power Networks (SPN),SPN-S000000121238,1121238,Connected,SPN-S000000008412,DB8412 HAMPTON 11KV,,,"51.4164409059817, -0.368871183396883",Richmond upon Thames London Boro
6,Demand,EV Charging Point,43.72,0,South Eastern Power Networks (SPN),SPN-S000000212605,1212605,Connected,SPN-S000000008484,AB8484 SHIRLEY 11KV,,,"51.379865316022, -0.0518333458481367",Croydon London Boro
6,Demand,EV Charging Point,38.57,0,South Eastern Power Networks (SPN),SPN-S000000121392,1121392,Connected,SPN-S000000008411,DB8411 HAM 11KV,,,"51.426196222908, -0.292020015661248",Kingston upon Thames London Boro
10,Demand,EV Charging Point,70.34,0,South Eastern Power Networks (SPN),SPN-S000000511181,1511181,Connected,SPN-S000000008385,BJ8385 CRAWLEY TOWN 11KV,,,"51.1026789448343, -0.149972250274011",Crawley District (B)
10,Demand,EV Charging Point,69.99,0,South Eastern Power Networks (SPN),SPN-S000000392028,1392028,Connected,,CF9533 MAIDSTONE GRID SOUTH,,,"51.2883545779013, 0.536348912532964",Maidstone District (B)
7,Demand,EV Charging Point,49.77,0,South Eastern Power Networks (SPN),SPN-S000000175318,1175318,Connected,SPN-S000000008331,MB8331 BROOKWOOD 11KV,,,"51.3098907146321, -0.624071130436075",Woking District (B)
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000394457,1394457,Connected,SPN-S000000008644,CE8644 SHEPWAY 11KV,,,"51.2399671425231, 0.545752028454359",Maidstone District (B)
9,Demand,EV Charging Point,63.35,0,South Eastern Power Networks (SPN),SPN-S000000311267,1311267,Connected,SPN-S000000008409,KD8409 GRAVESEND TOWN 6.6KV,,,"51.4328286334229, 0.382614529572885",Gravesham District (B)
10,Demand,EV Charging Point,70,0,South Eastern Power Networks (SPN),SPN-S000000121454,1121454,Connected,SPN-S000000008622,DB8622 BERRYLANDS 11KV,,,"51.3920773216541, -0.286192646713849",Kingston upon Thames London Boro
6,Demand,EV Charging Point,42,0,South Eastern Power Networks (SPN),SPN-S000000442523,1442523,Connected,SPN-S000000008422,JH8422 JARVIS BROOK 6.6KV,,,"51.0419600939444, 0.181491841744022",Wealden District
8,Demand,EV Charging Point,55.98,0,South Eastern Power Networks (SPN),SPN-S000000123428,1123428,Connected,SPN-S000000008400,DA8400 EWELL 11KV,,,"51.3572036179885, -0.267307162479059",Epsom and Ewell District (B)
6,Demand,EV Charging Point,42,0,South Eastern Power Networks (SPN),SPN-S000000173209,1173209,Connected,SPN-S000000008518,DA8518 COBHAM 11KV,,,"51.3379480423779, -0.403846955215307",Elmbridge District (B)
7,Demand,EV Charging Point,48.98,0,South Eastern Power Networks (SPN),SPN-S000000394022,1394022,Connected,SPN-S000000009532,CE8529 WATERSIDE 11KV,,,"51.2765175718867, 0.551816630517424",Maidstone District (B)
6,Demand,EV Charging Point,41.98,0,South Eastern Power Networks (SPN),SPN-S000000213618,1213618,Connected,SPN-S000000008442,AI8442 NORK 11KV,,,"51.3420905549784, -0.201762088513196",Sutton London Boro
9,Demand,EV Charging Point,62.96,0,South Eastern Power Networks (SPN),SPN-S000000211593,1211593,Connected,SPN-S000000009303,AC9303 BEDDINGTON 11KV,,,"51.3656555001975, -0.13667910420128",Sutton London Boro
7,Demand,EV Charging Point,50.72,0,South Eastern Power Networks (SPN),SPN-S000000212260,1212260,Connected,SPN-S000000008341,AH8341 PURLEY LOCAL 11KV,,,"51.339995994625, -0.104959132484763",Croydon London Boro
6,Demand,EV Charging Point,42.38,0,South Eastern Power Networks (SPN),SPN-S000000313722,1313722,Connected,SPN-S000000009348,GD9348 STROOD 11KV,,,"51.3868070777356, 0.471917541654419",Medway (B)
7,Demand,EV Charging Point,64.39,0,South Eastern Power Networks (SPN),SPN-S000000122499,1122499,Connected,SPN-S000000008399,DA8399 ESHER 11KV,,,"51.3856155038353, -0.33569973426146",Elmbridge District (B)
15,Demand,EV Charging Point,107.08,0,South Eastern Power Networks (SPN),SPN-S000000393793,1393793,Connected,SPN-S000000008644,CE8644 SHEPWAY 11KV,,,"51.2600845350931, 0.560816262053334",Maidstone District (B)
8,Demand,EV Charging Point,56.4,0,South Eastern Power Networks (SPN),SPN-S000000442606,1442606,Connected,SPN-S000000007371,KH7371 TUNBRIDGE WELLS TOWN 11KV,,,"51.1530256861595, 0.259486472723294",Tunbridge Wells District (B)
7,Demand,EV Charging Point,45.6,0,South Eastern Power Networks (SPN),SPN-S000000502521,1502521,Connected,SPN-S000000008385,BJ8385 CRAWLEY TOWN 11KV,,,"51.1231148473935, -0.148532821658998",Crawley District (B)
6,Demand,EV Charging Point,41.97,0,South Eastern Power Networks (SPN),SPN-S000000123088,1123088,Connected,SPN-S000000008400,DA8400 EWELL 11KV,,,"51.3647585169684, -0.260402739544927",Epsom and Ewell District (B)
13,Demand,EV Charging Point,91.29,0,South Eastern Power Networks (SPN),SPN-S000000364935,1364935,Connected,SPN-S000000008595,LA8595 SEVINGTON 11KV,,,"51.1214931198521, 0.873809908587802",Ashford District (B)
7,Demand,EV Charging Point,49,0,South Eastern Power Networks (SPN),SPN-S000000523167,1523167,Connected,SPN-S000000008378,BC8378 WITHDEAN 11KV,,,"50.8620678720846, -0.124736835961183",The City of Brighton and Hove (B)
11,Demand,EV Charging Point,78.5,0,South Eastern Power Networks (SPN),SPN-S000000442658,1442658,Connected,SPN-S000000009251,KI9251 TUNBRIDGE WELLS TOWN 6.6KV,,,"51.1377789868158, 0.254012725156359",Tunbridge Wells District (B)
7,Demand,EV Charging Point,49.39,0,South Eastern Power Networks (SPN),SPN-S000000211611,1211611,Connected,SPN-S000000007306,AE7306 BRIDGES LANE 11KV,,,"51.3686862168469, -0.135071922445905",Sutton London Boro
7,Demand,EV Charging Point,52.47,0,South Eastern Power Networks (SPN),SPN-S000000501383,1501383,Connected,SPN-S000000008369,BF8369 REIGATE 11KV,,,"51.2250513005001, -0.213193919211774",Reigate and Banstead District (B)
6,Demand,EV Charging Point,41.97,0,South Eastern Power Networks (SPN),SPN-S000000392014,1392014,Connected,,CF9533 MAIDSTONE GRID SOUTH,,,"51.289492436215, 0.529676692925008",Maidstone District (B)
7,Demand,EV Charging Point,49.39,0,South Eastern Power Networks (SPN),SPN-S000000211412,1211412,Connected,SPN-S000000008481,AA8481 SELSDON 11KV,,,"51.3379640336793, -0.0542106068635449",Croydon London Boro
8,Demand,EV Charging Point,56.36,0,South Eastern Power Networks (SPN),SPN-S000000173156,1173156,Connected,SPN-S000000008518,DA8518 COBHAM 11KV,,,"51.3366386058966, -0.38489662346787",Elmbridge District (B)
7,Demand,EV Charging Point,49.35,0,South Eastern Power Networks (SPN),SPN-S000000523103,1523103,Connected,SPN-S000000008545,BC8545 PORTSLADE 11KV,,,"50.8310640417426, -0.197640907659861",The City of Brighton and Hove (B)
11,Demand,EV Charging Point,76.98,0,South Eastern Power Networks (SPN),SPN-S000000523102,1523102,Connected,SPN-S000000008545,BC8545 PORTSLADE 11KV,,,"50.8290418088689, -0.198924718230462",The City of Brighton and Hove (B)
6,Demand,EV Charging Point,42.33,0,South Eastern Power Networks (SPN),SPN-S000000393580,1393580,Connected,SPN-S000000008643,KE8643 MEREWORTH 11KV,,,"51.2703529835931, 0.398994427135484",Tonbridge and Malling District (B)
6,Demand,EV Charging Point,41.98,0,South Eastern Power Networks (SPN),SPN-S000000442701,1442701,Connected,SPN-S000000008387,JD8387 STEEL CROSS 6.6KV,,,"51.0607486389481, 0.168703883714057",Wealden District
6,Demand,EV Charging Point,41.48,0,South Eastern Power Networks (SPN),SPN-S000000392441,1392441,Connected,SPN-S000000008644,CE8644 SHEPWAY 11KV,,,"51.2388136369024, 0.558529626623872",Maidstone District (B)
12,Demand,EV Charging Point,83.96,0,South Eastern Power Networks (SPN),SPN-S000000175224,1175224,Connected,SPN-S000000008621,MC8621 GUILDFORD B 11KV,,,"51.2562383243795, -0.600461373567632",Guildford District (B)
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000523215,1523215,Connected,SPN-S000000008472,BB8472 ROTTINGDEAN 11KV,,,"50.8290804123719, -0.0646127618085823",The City of Brighton and Hove (B)
9,Demand,EV Charging Point,62.95,0,South Eastern Power Networks (SPN),SPN-S000000511019,1511019,Connected,SPN-S000000008385,BJ8385 CRAWLEY TOWN 11KV,,,"51.1026918107142, -0.153223848407638",Crawley District (B)
